"시도별","품목별",2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"전국","외국어학원비",55.841,58.315,60.195,61.881,63.979,67.774,71.404,74.693,77.589,81.494,84.286,86.887,89.317,90.835,92.507,94.003,96.231,98.068,100.00,101.66,104.63
"전국","운동강습료",75.194,76.261,77.223,77.087,78.192,79.213,81.609,83.209,83.363,85.052,87.311,88.980,91.664,93.073,94.679,95.628,96.873,99.085,100.00,100.19,101.46
"전국","호텔숙박료",96.357,95.757,88.494,85.105,84.814,79.616,78.503,76.666,81.239,85.178,95.280,99.228,100.120,101.667,102.123,106.885,108.912,106.510,100.00,99.82,108.71
"전국","여관숙박료",87.590,88.552,88.342,87.300,86.718,87.445,88.958,91.453,93.701,96.169,98.519,99.776,100.696,101.465,101.509,101.575,101.280,101.430,100.00,98.39,101.64
"전국","콘도이용료",45.415,47.056,47.416,50.010,50.698,54.860,57.407,62.537,66.454,76.234,81.734,82.154,81.754,84.607,85.626,87.658,101.207,102.291,100.00,99.86,102.43
"전국","학교기숙사비",55.799,58.468,61.457,63.903,66.890,70.079,73.423,77.278,80.321,83.990,85.578,87.509,90.179,92.172,93.479,94.840,96.371,98.054,100.00,101.51,103.07
"전국","휴양시설이용료",-,-,-,-,-,-,-,-,-,-,-,-,-,79.618,81.990,81.990,81.990,84.362,100.00,102.65,108.58
"전국","목욕료",52.172,54.559,54.790,54.628,55.866,57.928,63.785,68.383,71.109,75.210,78.966,82.013,85.632,87.294,88.608,90.929,94.735,97.653,100.00,101.13,109.59
"전국","찜질방이용료",-,-,-,66.581,66.503,67.169,70.044,73.629,75.470,78.357,81.175,83.937,85.934,89.100,90.199,92.611,95.708,98.864,100.00,100.77,107.29
"전국","이발료",81.877,82.898,82.288,81.932,81.864,81.884,82.990,83.912,85.169,87.375,89.463,90.846,92.399,93.721,94.800,95.291,97.415,98.897,100.00,101.08,105.63
"전국","미용료",58.825,61.520,62.398,62.123,61.989,63.034,66.765,70.580,72.830,78.205,81.967,85.200,89.075,91.080,92.210,93.593,96.566,98.669,100.00,101.15,105.20
"전국","뷰티미용료",-,-,-,-,-,-,-,-,84.765,86.290,88.784,90.135,91.358,92.105,93.119,94.583,97.471,98.681,100.00,101.77,105.72
"전국","산후조리원이용료",60.809,62.266,66.495,69.130,72.870,80.227,82.900,82.393,83.886,89.619,91.849,91.919,91.398,92.559,93.829,94.921,96.880,98.627,100.00,101.97,105.88
"전국","보험서비스료",-,-,-,-,-,-,-,-,-,-,-,-,-,60.730,75.026,89.641,89.647,92.658,100.00,109.02,124.40
"전국","자동차보험료",71.681,70.727,75.516,77.616,86.975,93.571,96.954,94.031,91.479,92.538,90.755,90.137,90.137,90.137,92.327,92.401,91.702,95.559,100.00,100.35,99.39
"전국","금융수수료",125.490,147.203,153.336,153.336,153.336,146.564,145.210,134.169,134.169,128.277,100.090,100.090,100.090,100.090,100.090,100.023,100.010,100.023,100.00,100.00,100.00
"전국","대입전형료",117.860,117.703,116.906,114.023,114.375,115.942,127.141,123.873,123.603,124.087,121.738,118.971,116.774,116.252,114.729,114.798,100.360,99.884,100.00,100.25,100.45
"전국","시험응시료",64.583,66.439,67.636,71.736,73.947,77.923,80.057,81.492,79.880,79.794,83.454,84.034,88.662,90.891,93.389,94.619,95.037,96.735,100.00,103.50,104.87
"전국","장례비",-,-,-,80.785,80.812,81.539,83.323,85.329,86.319,88.757,90.612,91.303,91.985,93.590,95.796,97.707,98.492,99.424,100.00,101.26,104.69
